,标题,建筑面积,建筑类型,建筑年份,挂牌,上次交易,地区,区域,小区,单价(元/平米),总价(万),户型,楼层,总楼层,关注人数,带看,朝向,装修
1650,东城区 建予园 全南向精装大两居 南中轴西侧 交通便利,105.69,塔楼,2001年,2018-03-12,2005-02-04,东城,永定门,建予园,63867,675,2室1厅1厨1卫,顶层,16,212,2,南,精装
1651,和平里一区 2室1厅 557万,61.84,板塔结合,1990年,2018-08-01,1994-06-01,东城,和平里,和平里一区,90072,557,2室1厅1厨1卫,中楼层,11,160,8,南 北,简装
1652,北三环小关北里南北通透两居室带电梯精装修,74.48,板楼,1996年,2018-07-21,2014-06-03,朝阳,惠新西街,小关北里,80559,600,2室1厅1厨1卫,低楼层,14,167,16,南 北,精装
1653,双南向两居室 双阳台 看房方便,60.1,板楼,1992年,2018-07-10,2010-09-20,丰台,西罗园,西罗园四区,53245,320,2室1厅1厨1卫,中楼层,6,167,32,南,精装
1654,满五年 西南北通透 精装修 配套成熟,77.4,板楼,1991年,2017-07-26,2003-07-04,朝阳,亚运村小营,育慧里二区,74936,580,2室2厅1厨1卫,顶层,6,109,2,南 西 北,精装
1655,三环边南北透通带电梯高楼层采光不遮挡,80.5,板楼,1984年,2017-05-07,2012-11-01,西城,马甸,北三环中路12号院,115528,930,3室1厅1厨1卫,顶层,12,128,4,南 北,简装
1656,北纬精装南北两居室  南北通透 户型方正  周边配套全,94.34,板塔结合,2009年,2018-08-20,2011-02-15,朝阳,望京,北纬40度二期,74730,705,2室2厅1厨1卫,低楼层,25,43,6,南 北,精装
1657,低楼层的全明格局，税费较少，业主配合签约,61.09,板楼,1989年,2018-09-06,2002-11-25,丰台,北大地,东安街头条,61876,378,2室1厅1厨1卫,底层,6,36,11,南 北,简装
1658,望京西园一区 3室2厅 660万,114.47,板楼,1997年,2018-09-21,2008-05-26,朝阳,望京,望京西园一区,57658,660,3室2厅1厨2卫,顶层,6,44,9,南 北,简装
1659,南北通透 中间楼层 集中供暖 不临街,69.12,板楼,1994年,2018-11-12,1999-07-16,朝阳,朝阳公园,南十里居,55701,385,2室1厅1厨1卫,低楼层,6,67,43,南 北,简装
1660,朝阳无限三居 满五唯一 带圆弧飘窗观景房 看房随时,148.7,板塔结合,2004年,2018-03-22,2005-11-25,朝阳,甘露园,朝阳无限,51110,760,3室2厅1厨2卫,顶层,21,54,1,东南 北,简装
1661,三居室双南卧室，中楼层，采光好.,107.45,塔楼,2006年,2018-09-10,2009-07-13,丰台,马家堡,星河城西区,68870,740,3室2厅1厨1卫,中楼层,20,27,20,西南,简装
1662,中海城圣朝菲  满5年家庭名下一套房 东西通透三居室,133.04,板塔结合,2009年,2018-04-29,2010-07-03,朝阳,成寿寺,中海城圣朝菲,62237,828,3室1厅1厨2卫,低楼层,18,68,0,东 西,精装
1663,盛鑫嘉园三室两厅，商品房，业主诚意出售，,155.75,塔楼,2002年,2017-05-15,2009-05-31,丰台,七里庄,盛鑫嘉园,53291,830,3室2厅1厨2卫,低楼层,22,86,1,西南,简装
1664,万年花城二期 3室2厅 880万,126.57,塔楼,2006年,2018-01-29,2009-04-04,丰台,玉泉营,万年花城二期,69527,880,3室2厅1厨2卫,中楼层,27,37,3,南,精装
1665,茂华景公馆 4室1厅 1650万,247.85,板楼,2007年,2018-10-08,2010-05-13,石景山,杨庄,茂华景公馆,66573,1650,4室1厅1厨4卫,中楼层,7,53,17,东南 西北,精装
1666,庄维低总价两居 户型棒 朝向好值得一看,79.34,板楼,2000年,2017-05-31,2008-10-14,丰台,七里庄,庄维花园,63020,500,2室1厅1厨1卫,中楼层,14,271,3,东南,简装
1667,七里庄满五唯一的商品房大三居楼龄新,131.19,塔楼,2006年,2018-04-02,2009-04-10,丰台,七里庄,庄维多摩市三期,60981,800,3室2厅1厨2卫,低楼层,22,63,4,东南 北,简装
1668,一梯一户 南向大四居 视野采光很棒 欢迎实地看房感受,144.99,板塔结合,2004年,2017-12-27,2004-06-18,东城,崇文门,新景家园东区,93110,1350,4室2厅1厨2卫,顶层,12,137,3,南,精装
1669,房本满5年家庭名下没有其他房产，户型方正,58.7,板塔结合,2003年,2018-05-10,2007-09-27,东城,永定门,悠胜美苑,67973,399,1室1厅1厨1卫,顶层,20,132,3,东,精装
1670,名苑雅居 奥森西门附近 05年商品房 方正2居室,87.05,板塔结合,2005年,2017-12-17,2006-08-15,朝阳,南沙滩,名苑雅居,75819,660,2室2厅1厨1卫,中楼层,14,36,1,西北,简装
1671,都会华庭，满5年，高楼层，南向2居室，没有个税,120.43,塔楼,2001年,2018-01-28,2009-05-27,朝阳,十里堡,都会华庭,57959,698,2室1厅1厨2卫,中楼层,30,175,4,南,精装
1672,07年商品房 满五年唯一 东西通透 格局方正,98.93,塔楼,2007年,2018-03-14,2013-02-08,丰台,青塔,华富丽苑,52563,520,2室1厅1厨1卫,高楼层,30,61,1,东 西,简装
1673,依翠园 3室1厅 510万,94.64,板楼,1995年,2018-08-12,2009-08-19,石景山,鲁谷,依翠园,53889,510,3室1厅1厨1卫,中楼层,6,105,2,西南,精装
1674,电梯中间层，自住精装修，业主靠谱出售,122.38,板楼,2008年,2018-04-05,2009-05-14,昌平,回龙观,佰嘉城,37425,458,3室1厅1厨2卫,中楼层,9,145,4,南 北,精装
1675,溪城家园 总价低 正规三居室 业主随时签约,84.49,板塔结合,2010年,2018-03-06,2012-11-03,昌平,立水桥,溪城家园,48527,410,3室1厅1厨1卫,高楼层,15,130,5,东 西,其他
1676,世纪金色家园 精装大三居室 双卫 采光视野很棒,147.06,塔楼,2003年,2018-03-07,2003-12-18,丰台,北京南站,世纪金色嘉园,69972,1029,3室1厅1厨2卫,高楼层,28,74,4,南 西,精装
1677,怡海花园 南北通透 电梯 双卧客厅朝南 三居室,116.27,板塔结合,1998年,2017-12-27,2009-07-16,丰台,科技园区,怡海花园富泽园,59947,697,3室2厅1厨2卫,中楼层,11,184,5,南 北,简装
1678,门头沟桥东街小区，环境好位置佳，紧靠永定楼,56.46,板楼,1982年,2017-04-15,1995-05-12,门头沟,城子,桥东街小区,38966,220,2室1厅1厨1卫,高楼层,6,94,2,南 北,简装
1679,博龙家园正规一居室  户型方正 采光充足,62.72,板塔结合,2004年,2018-07-21,2005-07-06,丰台,青塔,博龙家园,53412,335,1室1厅1厨1卫,中楼层,19,82,1,西,简装
1680,西南四环 交通方便 满五唯一 诚心出售,54.22,板楼,1992年,2018-04-17,2005-03-02,丰台,看丹桥,南开西里,51273,278,2室1厅1厨1卫,顶层,6,388,3,南 北,精装
1681,通惠家园二期 南北通透四居室 双卫 中间层 视野无遮挡,142.37,板楼,2003年,2018-05-12,2005-02-03,朝阳,四惠,通惠家园,59704,850,4室1厅1厨2卫,中楼层,6,47,0,南 北,简装
1682,精装修西北向大一居室 诚意出售,67.03,板楼,2007年,2018-04-13,2008-10-14,丰台,玉泉营,优筑,61913,415,1室1厅1厨1卫,低楼层,16,64,3,西北,精装
1683,西直门 天兆家园 正对小区花园两居室 满五唯一,100.32,板塔结合,2003年,2018-07-02,2009-08-03,海淀,西直门,天兆家园,104666,1050,2室1厅1厨1卫,高楼层,22,63,5,西,简装
1684,大运河畔低楼层临公园两居诚心出售,81.46,板楼,1998年,2018-04-18,1999-04-23,通州,新华大街,天桥湾,44808,365,2室1厅1厨1卫,低楼层,6,48,5,南 北,其他
1685,远洋山水 精装修 满五年唯一 小两居室,69.87,板塔结合,2007年,2018-04-07,2009-06-08,石景山,鲁谷,远洋山水,67125,469,2室1厅1厨1卫,低楼层,26,100,2,西北,精装
1686,国典华园 南北通透两居 大客厅,115.76,板塔结合,2004年,2018-06-09,2011-08-05,朝阳,安贞,国典华园,90705,1050,2室2厅1厨1卫,底层,17,81,1,南 北,精装
1687,枫蓝国际  05年商品房  配套齐全 70年住宅,71.62,塔楼,2004年,2018-03-18,2008-07-22,海淀,小西天,枫蓝国际,79587,570,1室2厅1厨1卫,低楼层,21,96,2,东北,简装
1688,城南嘉园益城园  南北通透正规三居室 满5年唯一,124.53,板楼,2003年,2018-06-08,2004-06-07,丰台,马家堡,益城园,66651,830,3室2厅1厨2卫,高楼层,10,80,5,南 北,精装
1689,东城 望陶园 优质三居室 带租赁车位 看房方便,116.15,塔楼,1999年,2018-07-14,2006-02-06,东城,永定门,望陶园小区,59837,695,3室1厅1厨1卫,高楼层,18,107,3,东北,简装
1690,瑞雪春堂满五年唯一全明户型诚心卖房,91.38,板楼,2010年,2018-06-28,2011-09-19,房山,良乡,瑞雪春堂,35566,325,2室1厅1厨1卫,高楼层,15,51,3,东 南 北,精装
1691,精装三居室 满五唯一 南北通透 随时签约,110.62,板楼,2005年,2018-09-09,2007-06-13,丰台,玉泉营,枫泽园,59212,655,3室1厅1厨2卫,高楼层,6,55,10,南 北,精装
1692,南湖东园一区满五年唯一业主诚意出,136.64,塔楼,1998年,2018-09-05,2005-06-07,朝阳,望京,南湖东园一区,57817,790,3室1厅1厨2卫,低楼层,28,23,12,西南 北,其他
1693,枫丹丽舍 3室2厅 965万,145.07,板楼,2003年,2018-07-25,2005-10-26,海淀,西三旗,枫丹丽舍,66520,965,3室2厅1厨2卫,中楼层,5,40,1,南 北,精装
1694,枣园东里，南北满五年，两居低楼层,66.24,板楼,1996年,2018-08-05,2012-02-24,大兴,枣园,枣园东里,46498,308,2室1厅1厨1卫,底层,6,88,4,南 北,简装
1695,南北四居：前后三阳台，&ldquo;眼镜房&rdquo;双主卧朝南，送车位,182.88,板楼,2005年,2018-06-15,2007-06-25,朝阳,酒仙桥,阳光上东,97879,1790,4室2厅1厨2卫,低楼层,7,76,4,南 北,精装
1696,商品房满五年家庭一套 双卧朝阳 精装修自住 业主城售,112.3,板楼,2007年,2018-10-16,2008-09-10,昌平,回龙观,新龙城,56367,633,3室1厅1厨2卫,中楼层,9,29,12,南 北,精装
1697,和义东里2居，满五年唯一，商品房，中间层,66.73,板楼,1997年,2018-07-23,2011-11-24,丰台,和义,和义东里一区,47955,320,2室1厅1厨1卫,中楼层,6,49,19,南 北,简装
1698,文联宿舍 3室1厅 1150万,80.6,塔楼,1992年,2018-07-27,2000-05-11,西城,马甸,文联宿舍,142680,1150,3室1厅1厨1卫,中楼层,20,50,1,西南 北,精装
1699,南北通透，客厅带阳台，满五唯一税费少,67.1,板楼,2002年,2018-05-14,2004-06-01,海淀,西三旗,轮胎厂宿舍,59613,400,2室1厅1厨1卫,顶层,6,130,3,南 北,简装
1700,十里堡东里婚房装修，南北通透优质两居，拎包入住。,64.71,板楼,1987年,2018-05-08,2000-11-22,朝阳,十里堡,十里堡东里,53315,345,2室1厅1厨1卫,顶层,12,380,3,南 北,精装
1701,满五唯一精装修商品房全南户型采光好,85.81,板塔结合,2012年,2018-08-02,2013-06-19,昌平,回龙观,金域华府一期,65844,565,2室1厅1厨1卫,中楼层,27,58,4,南,精装
1702,小区中间，商品房，满五唯一。业主诚心卖,197.27,板楼,2003年,2018-08-11,2009-12-29,昌平,回龙观,万润家园,35231,695,5室1厅1厨2卫,底层,10,22,3,南 北,简装
1703,高楼层 视野好 免税 精装修 电梯房,49.4,板塔结合,1990年,2018-05-03,2003-02-21,朝阳,石佛营,石佛营东里105号院,62754,310,1室1厅1厨1卫,高楼层,11,89,1,南 北,简装
1704,东三区  一层精装三居  送20平的半地下室  带固定车位,117.13,板楼,2002年,2018-08-11,2013-08-27,昌平,天通苑,天通苑东三区,42261,495,3室1厅1厨2卫,底层,6,52,1,南 北,精装
1705,永定华庭 1室1厅 570万,68.21,板塔结合,2012年,2018-06-03,2013-07-23,海淀,五棵松,永定华庭,83566,570,1室1厅1厨1卫,低楼层,11,51,1,西,精装
1706,满五年 业主家庭名下一套房  诚意出售  小两居,58.55,板楼,2000年,2018-05-02,2012-05-15,亦庄开发区,亦庄,贵园南里甲区,50043,293,2室1厅1厨1卫,顶层,5,220,1,南 北,简装
1707,满五年且唯一住房 全明格局 5与13号线双轨交汇,81.92,板塔结合,2008年,2018-08-29,2010-02-08,昌平,立水桥,北京北,57251,469,2室1厅1厨1卫,低楼层,20,75,11,东南,精装
1708,大兴黄村 枣园小区 南北向三居室 诚心出售 看房方便,82.86,板楼,1994年,2018-07-31,2011-12-09,大兴,枣园,枣园小区,39827,330,3室1厅1厨1卫,顶层,6,83,0,南 北,精装
1709,石佛营西里精装三居室  交通便利,118.41,塔楼,1997年,2018-04-29,2013-09-23,朝阳,石佛营,石佛营西里小区,55570,658,3室2厅1厨1卫,底层,18,33,1,南 西北,精装
1710,金地仰山 满五唯一商品房 中间楼层诚售,86.71,板楼,2012年,2018-06-21,2013-05-28,大兴,高米店南,金地仰山,53628,465,2室2厅1厨1卫,中楼层,18,62,4,南,精装
1711,精装修南北通透三居室，随时可以签约。,85.7,板楼,1995年,2018-08-11,2013-10-17,昌平,霍营,华龙苑南里,46092,395,3室1厅1厨1卫,高楼层,6,92,16,南 北,精装
1712,满五年 不临街 南北通透 可做两居室 小区仅12套 钥匙,73.88,板楼,2006年,2018-06-10,2009-08-27,朝阳,奥林匹克公园,融域嘉园,95426,705,1室1厅1厨1卫,底层,15,53,2,南 北,精装
1713,南北通透  户型好 中间楼层   适合改善,90.04,板塔结合,2007年,2018-07-26,2010-01-31,大兴,枣园,彩虹新城,51311,462,2室1厅1厨1卫,中楼层,17,99,4,南 北,精装
1714,红居南街 92年 满五唯一 商品房,64.9,板楼,1992年,2018-06-28,2010-02-04,西城,广安门,红居南街,90910,590,2室1厅1厨1卫,顶层,6,19,0,东 南 西,简装
1715,满五年业主名下只有一套住房 诚心出售,68.62,板楼,1986年,2018-09-19,1997-09-16,西城,广安门,小红庙,83795,575,3室1厅1厨1卫,低楼层,6,79,12,东 西,简装
1716,梵谷水郡 满五唯一 精装修 视野开阔,115.52,塔楼,2006年,2018-06-16,2008-02-23,朝阳,酒仙桥,梵谷水郡,57566,665,3室1厅1厨2卫,高楼层,22,168,4,西南 北,精装
1717,太平桥小区 3室1厅 475万,68.27,板楼,1989年,2018-11-08,2013-12-12,丰台,太平桥,太平桥小区,69577,475,3室1厅1厨1卫,中楼层,6,12,12,南 北,其他
1718,望京慧谷金色家园，南北通透四居室，落地窗，满五唯一,155.08,板塔结合,2004年,2018-09-13,2006-05-16,朝阳,望京,慧谷金色家园,70932,1100,4室2厅1厨2卫,中楼层,15,67,23,南 北,精装
1719,全南向两居 位置好 不临街 精装修 满五唯一 诚意卖,109.39,板楼,2005年,2018-05-06,2007-09-03,海淀,田村,乐府江南,89131,975,2室2厅1厨2卫,顶层,9,108,1,南,精装
1720,丰西北里 小两居 满五唯一 中间层,58.71,板楼,1990年,2018-10-08,2007-01-12,丰台,五里店,丰西北里,42412,249,2室1厅1厨1卫,高楼层,6,71,9,南 北,简装
1721,高层边户观景朝阳公园！11年建成+市政地暖+2梯2户！,257.14,板楼,2011年,2018-02-03,2012-12-06,朝阳,燕莎,华远九都汇,89446,2300,4室2厅1厨3卫,高楼层,23,119,4,东 南 北,精装
1722,东南向两居室，装修好，采光好，高楼层，楼龄新,136.85,塔楼,2000年,2018-06-24,2009-11-04,海淀,公主坟,中兴家园,78919,1080,2室1厅1厨2卫,中楼层,20,35,3,东南,精装
1723,（热推房源）南北双通透，一梯两户板楼，视野采光好,102.27,板楼,2008年,2018-09-02,2009-10-30,朝阳,常营,柏林爱乐四期,62091,635,2室2厅1厨1卫,中楼层,7,69,5,南 北,精装
1724,商品房满五年唯一 南北通透 采光好,96.21,板楼,2002年,2018-08-04,2010-05-05,昌平,回龙观,龙腾苑三区,44487,428,2室1厅1厨1卫,顶层,6,43,12,南 北,精装
1725,高楼层  满五唯一住房  阳光好  无遮挡 不临街,88.05,塔楼,2008年,2018-10-19,2009-06-04,丰台,玉泉营,万年花城四期,69506,612,2室2厅1厨1卫,高楼层,27,40,13,东 南 北,简装
1726,珠江帝景满五年唯一看花园两居室,110.61,塔楼,2004年,2018-07-22,2010-09-21,朝阳,大望路,珠江帝景,89052,985,2室2厅1厨2卫,低楼层,26,42,3,东南 西北,精装
1727,高层观景三居室 带大阳台 满五唯一 视野好 单价低,161.54,塔楼,2001年,2018-09-28,2008-06-27,海淀,紫竹桥,人济山庄,83571,1350,3室2厅1厨2卫,中楼层,26,66,23,西北,精装
1728,晓月苑三里 精装 南北通透三居室 满五年唯一,120.09,板楼,2000年,2017-08-22,2003-10-21,丰台,卢沟桥,晓月苑三里,35807,430,3室2厅1厨1卫,中楼层,7,30,3,南 北,简装
1729,电梯精装三居室 拎包入住  交通便利,92.28,塔楼,2008年,2018-07-14,2012-09-10,顺义,马坡,佳和宜园,34136,315,3室1厅1厨1卫,高楼层,11,39,10,西南 北,精装
1730,金隅景和园 南北三居室 业主诚售 首付256万,88.88,板楼,2011年,2018-10-07,2012-09-25,朝阳,东坝,金隅景和园,51756,460,3室1厅1厨1卫,底层,21,44,15,南 北,精装
1731,房子南北通透两居室，精装修，可以直接入住,88.12,板塔结合,2009年,2018-08-05,2011-02-22,丰台,玉泉营,鸿业兴园二区,53110,468,2室1厅1厨1卫,中楼层,18,113,1,南 北,精装
1732,澳林五期高层两居可改三居视野好 满五年业主唯一住房,112.27,塔楼,2005年,2018-06-15,2006-04-09,朝阳,奥林匹克公园,澳林春天五期,69921,785,2室2厅1厨2卫,顶层,24,109,3,东南 北,简装
1733,翰林庭院商品房，精装修大四居，满五唯一,182.03,板楼,2008年,2018-07-27,2013-01-25,大兴,黄村火车站,翰林庭院,49443,900,4室2厅1厨2卫,高楼层,15,34,2,南 北,精装
1734,2011年商品房社区，电梯房，本房满五年业主唯一住宅,85.97,板楼,2011年,2018-10-13,2013-06-19,昌平,回龙观,首开智慧社,56416,485,2室1厅1厨1卫,顶层,17,23,11,南 北,精装
1735,七里庄商圈 精装大一居 只有契税,73.34,塔楼,2004年,2018-10-12,2005-06-01,丰台,七里庄,庄维多摩市二期,58632,430,1室1厅1厨1卫,高楼层,21,24,11,东南,精装
1736,西城红莲北里  南北通透两居室  可改三居室,56.82,板楼,1983年,2018-10-10,2007-06-16,西城,马连道,红莲北里,95000,539.8,2室1厅1厨1卫,中楼层,6,20,15,南 北,简装
1737,满五年，业主唯一房产，看房方便；,160.62,板楼,2009年,2018-11-08,2011-07-25,朝阳,东坝,首开常青藤一期,57279,920,4室2厅1厨2卫,底层,6,5,14,南 北,精装
1738,东三环内怡馨园小区属于商务部家属楼房屋质量高,153.49,塔楼,1998年,2017-12-27,2012-03-28,朝阳,双井,怡馨园,68409,1050,3室1厅1厨2卫,高楼层,24,78,8,西北,精装
1739,丰西北里 2室1厅 240万,53.72,板楼,1987年,2018-09-19,2012-07-10,丰台,五里店,丰西北里,44677,240,2室1厅1厨1卫,中楼层,6,41,10,南 北,精装
1740,千鹤家园 全南2居  111.89平米 880万,111.89,塔楼,2002年,2018-07-12,2005-11-28,朝阳,惠新西街,千鹤家园,78649,880,2室2厅1厨1卫,低楼层,25,110,6,南,简装
1741,2011年商品房社区，电梯房，本房业主购房满五年,85.97,板楼,2011年,2018-11-12,2013-07-04,昌平,回龙观,首开智慧社,56416,485,2室1厅1厨1卫,高楼层,17,28,17,南 北,精装
1742,石园东区 满五年唯一、二层、业主急售！,75.63,板楼,1994年,2018-11-16,1998-10-22,顺义,顺义城,石园东区,38345,290,2室1厅1厨1卫,低楼层,6,17,8,南 北,精装
1743,万年花城 精装修 南北通透三居室，满五年唯一,137.36,板楼,2006年,2018-10-01,2008-09-09,丰台,玉泉营,万年花城三期,66250,910,3室2厅1厨2卫,中楼层,16,40,11,南 北,精装
